,LP2_c1_surpass_rade,LP2_makespan,LP2_makespan_c1,LP2_makespan_c2,LP2_workload_rade,LP3_c1_surpass_rade,LP3_makespan,LP3_makespan_c1,LP3_makespan_c2,LP3_workload_rade,LP4_c1_surpass_rade,LP4_makespan,LP4_makespan_c1,LP4_makespan_c2,LP4_workload_rade,LP5_c1_surpass_rade,LP5_makespan,LP5_makespan_c1,LP5_makespan_c2,LP5_workload_rade,LP6_c1_surpass_rade,LP6_makespan,LP6_makespan_c1,LP6_makespan_c2,LP6_workload_rade,LP7_c1_surpass_rade,LP7_makespan,LP7_makespan_c1,LP7_makespan_c2,LP7_workload_rade,NP_c1_surpass_rade,NP_makespan_c1,NP_makespan_c2,NP_workload_rade,P_c1_surpass_rade,P_makespan,P_makespan_c1,P_makespan_c2,P_workload_rade
new_128,0,629814,390490,629814,95.15802885,20.38777549,529814,490490,529814,94.77227351,0,629814,390490,629814,95.15802885,0,629814,390490,629814,95.15802885,0,629814,390490,629814,95.29659119,0,629814,390490,629814,95.15802885,20.38777549,490490,529814,94.77227351,0,633986,390490,633986,94.94870717
new_522,0,644194,390490,644194,92.19268031,20.38777549,644194,490490,644194,94.25695778,0,644194,390490,644194,92.19268031,0,644194,390490,644194,92.19268031,0,644194,390490,644194,93.43443828,0,644194,390490,644194,92.19268031,20.38777549,490490,627350,96.06044803,0,640586,390490,640586,92.08421599
new_280,0,684214,390490,684214,87.842333,20.38777549,584214,490490,584214,90.3949889,0,684214,390490,684214,87.842333,0,684214,390490,684214,87.842333,0,688386,390490,688386,90.0968835,0,688386,390490,688386,89.76419671,20.38777549,490490,584214,90.3949889,0,688386,390490,688386,87.66544677
new_353,0,719834,390490,719834,94.46828316,20.38777549,719834,490490,719834,98.76189472,0,719834,390490,719834,94.46828316,0,719834,390490,719834,94.46828316,0,719834,390490,719834,94.46828316,0,719834,390490,719834,94.46828316,20.38777549,490490,719834,99.08180591,0,719834,390490,719834,94.46828316
new_383,0,728894,390490,728894,90.30147829,20.38777549,681426,490490,681426,93.22133855,0,728894,390490,728894,90.30147829,0,728894,390490,728894,90.30147829,0,697594,390490,697594,91.56031068,0,666206,390490,666206,92.08594979,20.38777549,490490,681426,96.23971278,0,729814,390490,729814,90.24804151
new_245,1.975051639,1110162,618718,1110162,92.70720189,5.78613304,1110162,643746,1110162,96.13731511,0.006594805,1097902,606538,1097902,96.30425635,0,1151362,606498,1151362,95.0467545,0,1087947,606498,1087947,97.26731602,0.006594805,1097902,606538,1097902,96.30425635,6.815046078,650854,1091726,92.03734479,0,1051362,606498,1051362,94.65109242
new_37,0,852810,574402,852810,99.95730876,3.401129449,913702,594626,913702,99.87331249,0.624210654,828862,578010,828862,99.84719308,0,852810,574402,852810,99.95730876,0,779450,574402,779450,99.99992813,0,779450,574402,779450,99.99992813,5.958146282,610794,806598,99.99992813,0,852810,574402,852810,99.95730876
new_489,3.401129449,682506,594626,682506,98.83304351,4.218123122,599698,599698,593602,98.83274894,0.624210654,924870,578010,924870,94.60173125,0,709654,574402,709654,98.1124173,0,746046,574402,746046,98.17109005,0,709654,574402,709654,98.1124173,4.218123122,599698,593602,98.19282829,0,746046,574402,746046,98.09450159
new_313,4.380760399,879383,577434,879383,99.50215663,4.380760399,922766,577434,922766,99.76177099,0.649217448,1023407,555746,1023407,92.8022369,0,915842,552138,915842,98.19180588,0,903554,552138,903554,99.15627746,0,867162,552138,867162,98.89916962,5.230256947,582610,884454,99.99994565,0,867162,552138,867162,98.89916962
new_114,0,737598,653834,737598,97.17517434,1.176509708,739198,661618,739198,99.95294862,0.922533269,735226,659922,735226,99.23966888,0,737598,653834,737598,97.17517434,0,729694,653834,729694,99.16356402,0.922533269,735226,659922,735226,99.23966888,1.176509708,661618,738314,99.99993586,0,737598,653834,737598,97.17517434
new_220,0.714309577,1014498,658538,1014498,98.76057926,1.176509708,1010770,661618,1010770,98.85197055,0.922533269,994158,659922,994158,97.50362071,0,1035622,653834,1035622,97.26162421,0,1035622,653834,1035622,97.7391873,0.922533269,1030550,659922,1030550,97.65448938,0.922533269,659922,983179,98.32310414,0,989982,653834,989982,96.63821605
new_255,0,1016603,601162,1016603,96.80830458,8.873151048,1095390,659698,1095390,92.10264243,1.13865473,1016603,608086,1016603,96.72640921,0,1016603,601162,1016603,96.80830458,0,1016603,601162,1016603,97.29780836,1.13865473,1016603,608086,1016603,97.00643463,6.024092619,639698,1082243,93.25989837,0,1016603,601162,1016603,96.80830458
new_111,0,954914,601162,954914,95.90904534,9.137599038,1015279,661618,1015279,91.84660369,1.13865473,957947,608086,957947,95.87820711,0,954914,601162,954914,95.90904534,0,954914,601162,954914,96.46651571,0,954914,601162,954914,97.05264045,6.024092619,639698,1015279,94.55072681,0,954914,601162,954914,95.90904534
new_28,0,992338,689578,992338,97.33885371,3.526110059,1035258,714782,1035258,99.82321245,1.147391991,975338,697582,975338,96.60440099,0,992338,689578,992338,97.33885371,0,988730,689578,988730,97.66490471,0,1147050,689578,1147050,98.40189762,9.403139986,761150,1032387,99.69748782,0,992338,689578,992338,97.33885371
new_277,2.847819245,1015758,603690,1015758,99.14256467,2.847819245,1138634,603690,1138634,99.52885886,1.366909621,976986,594626,976986,92.60373944,0,976986,586498,976986,93.4366134,0,1011222,586498,1011222,93.68038719,0,972995,586498,972995,93.54496954,11.97345236,666274,1125555,99.77892577,0,972995,586498,972995,93.54496954
new_345,0,748674,661618,748674,93.15508659,6.022039334,712486,704014,712486,99.99993372,1.812909411,752554,673834,752554,93.72477605,0,748674,661618,748674,93.15508659,0,745066,661618,745066,93.83113471,0,745066,661618,745066,93.74609256,6.022039334,704014,676070,99.99993372,0,748674,661618,748674,93.15508659
new_419,5.037270435,957006,581426,957006,96.74917239,3.533428145,1059038,572362,1059038,93.7382067,0.649217448,990166,555746,990166,92.77879562,0.649217448,990338,555746,990338,92.55453964,0,993399,552138,993399,95.12906339,0,1030426,552138,1030426,95.06445918,6.183542045,588530,998650,97.07273325,0,993399,552138,993399,94.65755239
new_343,4.218123122,889427,599698,889427,98.88361684,4.218123122,922766,599698,922766,99.20069551,0.624210654,1023406,578010,1023406,93.59123396,4.218123122,1023406,599698,1023406,94.22411913,0,935775,574402,935775,98.8151143,0,951959,574402,951959,98.95890217,5.037743398,604874,901647,99.3977914,0,903747,574402,903747,98.59189324
new_127,0,903882,689578,903882,99.63852611,5.002410834,779627,725890,779627,99.99994199,1.147391991,886882,697582,886882,99.81437308,0,903882,689578,903882,99.63852611,0.475699766,886882,692874,886882,99.94259517,1.147391991,890402,697582,890402,99.9325676,4.208514268,719874,783078,99.99994199,0,903882,689578,903882,99.63852611
new_73,0,987702,653834,987702,95.92143212,6.914028798,1070455,702398,1070455,99.99994928,0.888891584,987702,659698,987702,96.69624899,0,987702,653834,987702,95.92143212,0.888891584,987702,659698,987702,96.88777687,0.888891584,987702,659698,987702,96.69624899,7.690982762,708310,1072662,99.99994928,0,987702,653834,987702,95.92143212
new_241,0,1008310,653834,1008310,94.08193451,6.914028798,1078066,702398,1078066,89.36358883,0.888891584,1039250,659698,1039250,94.1771067,0,1008310,653834,1008310,94.08193451,0.888891584,1053646,659698,1053646,94.52596594,0,1008310,653834,1008310,94.38699549,7.690982762,708310,1098798,96.59176826,0,1008310,653834,1008310,94.08193451
new_199,0,900370,601162,900370,98.81838514,8.873151048,974799,659698,974799,99.99994127,1.13865473,880254,608086,880254,98.43848388,0,900370,601162,900370,98.81838514,0.988856425,900370,607166,900370,99.10808212,0,900370,601162,900370,98.81838514,6.024092619,639698,932651,99.76259157,0,900370,601162,900370,98.81838514
new_154,0,992338,689578,992338,94.69716227,3.526110059,978227,714782,978227,97.99155607,1.147391991,975338,697582,975338,95.24493133,0,992338,689578,992338,94.69716227,1.147391991,1147050,697582,1147050,96.889832,0,1147050,689578,1147050,97.11914794,9.403139986,761150,1012510,98.18821455,0,992338,689578,992338,94.69716227
new_116,0,903882,689578,903882,98.71409728,4.208514268,788519,719874,788519,99.9999416,1.147391991,886882,697582,886882,98.9669,0,903882,689578,903882,98.71409728,1.147391991,890402,697582,890402,99.4311444,1.147391991,890402,697582,890402,99.30883271,3.888620975,717478,788519,99.9999416,0,903882,689578,903882,98.71409728
new_250,0,774314,586498,774314,96.72376373,2.847819245,657210,603690,657210,99.99992792,1.366909621,835858,594626,835858,97.49484173,0,774314,586498,774314,96.72376373,1.366909621,835858,594626,835858,97.45628862,1.366909621,835858,594626,835858,97.49484173,4.598172313,614766,667187,99.99992792,0,774314,586498,774314,96.72376373
new_311,0,774314,586498,774314,92.29982272,2.847819245,677434,603690,677434,99.99993076,1.366909621,835858,594626,835858,93.7191909,0,774314,586498,774314,92.29982272,1.366909621,835858,594626,835858,93.6463882,1.366909621,835858,594626,835858,93.6463882,4.598172313,614766,684358,99.99993076,0,774314,586498,774314,92.29982272
new_331,0,801670,586498,801670,96.14199619,2.847819245,878039,603690,878039,99.99993537,1.366909621,870342,594626,870342,96.98291683,0,801670,586498,801670,96.14199619,1.366909621,870342,594626,870342,96.97592707,0,945030,586498,945030,97.01910874,11.97345236,666274,894179,99.99993537,0,801670,586498,801670,96.14199619
new_68,0,972734,661618,972734,97.49529739,3.816978109,1068274,687874,1068274,98.0204071,1.812909411,975622,673834,975622,97.54790211,0,972734,661618,972734,97.49529739,1.812909411,975622,673834,975622,97.69152436,1.812909411,975622,673834,975622,97.57176333,8.907943903,726318,988062,99.79888722,0,972734,661618,972734,97.49529739
new_271,0,672302,586498,672302,99.06807148,2.201107891,634886,599698,634886,99.94546989,1.366909621,911670,594626,911670,96.69165912,0,672302,586498,672302,99.06807148,2.201107891,806598,599698,806598,99.79087826,1.366909621,704582,594626,704582,99.61881893,2.847819245,603690,619859,99.99992656,0,672302,586498,672302,99.06807148
new_386,0,816926,601162,816926,99.03001712,4.78753227,821098,631390,821098,99.60803033,1.13865473,816926,608086,816926,99.37096515,0,816926,601162,816926,99.03001712,2.745053629,816926,618130,816926,99.46667782,1.13865473,816926,608086,816926,99.37096515,4.78753227,631390,773954,99.97861477,0,816926,601162,816926,99.03001712
new_237,0,863978,601162,863978,99.88512123,9.137599038,921310,661618,921310,99.99993772,1.13865473,867011,608086,867011,99.92031726,0,863978,601162,863978,99.88512123,2.745053629,867010,618130,867010,99.99993772,1.13865473,867011,608086,867011,99.92031726,6.024092619,639698,889274,99.99993772,0,863978,601162,863978,99.88512123
