,NP_MAKESPAN,NP_C1,NP_C2,P_MAKESPAN,P_C1,P_C2,PT1_MAKESPAN,PT1_C1,PT1_C2,PT2_MAKESPAN,PT2_C1,PT2_C2,PT3_MAKESPAN,PT3_C1,PT3_C2,PT6_MAKESPAN,PT6_C1,PT6_C2
798,1352286.0,785185.0,1352286.0,1351264.0,763363.0,1351264.0,1350894.0,784613.0,1350894.0,1368330.0,796014.0,1368330.0,1447702.0,735785.0,1447702.0,1379892.0,811606.0,1379892.0
799,1296118.0,794076.0,1296118.0,1307871.0,738342.0,1307871.0,1365044.0,788034.0,1365044.0,1299349.0,802340.0,1299349.0,1278842.0,777868.0,1278842.0,1329751.0,825865.0,1329751.0
800,1425066.0,851456.0,1425066.0,1409112.0,783614.0,1409112.0,1442456.0,796569.0,1442456.0,1419191.0,809930.0,1419191.0,1376445.0,795318.0,1376445.0,1433085.0,825957.0,1433085.0
801,1291711.0,812131.0,1291711.0,1304201.0,721415.0,1304201.0,1279141.0,815239.0,1279141.0,1270837.0,816078.0,1270837.0,1306348.0,782223.0,1306348.0,1304569.0,843505.0,1304569.0
802,1329705.0,784730.0,1329705.0,1284634.0,788670.0,1284634.0,1320839.0,784730.0,1320839.0,1326539.0,784730.0,1326539.0,1300957.0,788569.0,1300957.0,1358642.0,787002.0,1358642.0
803,1265595.0,733173.0,1265595.0,1246966.0,713118.0,1246966.0,1238169.0,720675.0,1238169.0,1307285.0,726283.0,1307285.0,1293817.0,709033.0,1293817.0,1280478.0,755853.0,1280478.0
804,1269684.0,737714.0,1269684.0,1303475.0,701111.0,1303475.0,1254237.0,705318.0,1254237.0,1239851.0,741554.0,1239851.0,1401770.0,700996.0,1401770.0,1284152.0,753653.0,1284152.0
805,1286877.0,792381.0,1286877.0,1305939.0,678686.0,1305939.0,1221176.0,782124.0,1221176.0,1276782.0,789731.0,1276782.0,1274653.0,761687.0,1274653.0,1308477.0,829444.0,1308477.0
806,1224550.0,786754.0,1224550.0,1323043.0,703541.0,1323043.0,1194329.0,734676.0,1194329.0,1217635.0,785239.0,1217635.0,1268739.0,718573.0,1268739.0,1231199.0,789881.0,1231199.0
807,1269140.0,876759.0,1269140.0,1243830.0,703199.0,1243830.0,1247134.0,770742.0,1247134.0,1281420.0,774553.0,1281420.0,1217872.0,752333.0,1217872.0,1264075.0,794261.0,1264075.0
